dates,posts,sentence_tokenize
"23,September,2003","


       
       urllink cnet story  on the blocking of yahoo groups
     

 
    
",['\n\n\n       \n       urllink cnet story  on the blocking of yahoo groups']
"23,September,2003","


       
       urllink bill aims to curb net censorship ... they better finish it very quickly... how soon before the indian government start banning emails...
     

 
    
",['\n\n\n       \n       urllink bill aims to curb net censorship ... they better finish it very quickly... how soon before the indian government start banning emails...']
"23,September,2003","


       
      another  urllink story  on censorship of yahoo groups by the indian government.
     

 
    
",['\n\n\n       \n      another  urllink story  on censorship of yahoo groups by the indian government.']
"23,September,2003","


       
      i was looking for coverage of the blocking of yahoo groups by the indian government and i stumbled onto  urllink google news alerts .. neat...   i can already see possibilities here... i can set an alert for ""chirag patnaik"" be the first to know when i get famous...
     

 
    
","['\n\n\n       \n      i was looking for coverage of the blocking of yahoo groups by the indian government and i stumbled onto  urllink google news alerts .. neat...   i can already see possibilities here... i can set an alert for ""chirag patnaik"" be the first to know when i get famous...']"
"16,September,2003","


       
       urllink times of india article  on the yahoo groups censorship
     

 
    
",['\n\n\n       \n       urllink times of india article  on the yahoo groups censorship']
"16,September,2003","


       
       urllink wikipedia entry  on censorship in china... it is pretty comprehensive, in terms of what the chinese government has been doing, plus what the world has been doing to circumvent it... how long before we have a similar entry for india?
     

 
    
","['\n\n\n       \n       urllink wikipedia entry  on censorship in china... it is pretty comprehensive, in terms of what the chinese government has been doing, plus what the world has been doing to circumvent it... how long before we have a similar entry for india?']"
"16,September,2003","


       
      this is the first major censorship attempt by the govenment of india.   my alumni group runs on yahoogroups... i'm really really pissed. apart from  urllink anonymizer.com , there is  urllink guardster.com ,  urllink the-cloak.com  and the dmoz/google  urllink directory  of free anonymising proxies...  this is al very fine.. but i can't login to see the mesages on the group... the cloak is supposed to allow it, but it doesn't seem to work... suggestions welcome
     

 
    
","['\n\n\n       \n      this is the first major censorship attempt by the govenment of india.', ""my alumni group runs on yahoogroups... i'm really really pissed."", ""apart from  urllink anonymizer.com , there is  urllink guardster.com ,  urllink the-cloak.com  and the dmoz/google  urllink directory  of free anonymising proxies...  this is al very fine.. but i can't login to see the mesages on the group... the cloak is supposed to allow it, but it doesn't seem to work... suggestions welcome""]"
"16,September,2003","


       
      govt. of india  urllink blocks  yahoogroups access from india. why? because it did not like what was going on two of the groups there...   ths is the most asinine thing i've ever heard... i don't know why we even believe we live in a democracy...
     

 
    
","['\n\n\n       \n      govt.', 'of india  urllink blocks  yahoogroups access from india.', 'why?', ""because it did not like what was going on two of the groups there...   ths is the most asinine thing i've ever heard... i don't know why we even believe we live in a democracy...""]"
"16,September,2003","


       
      whatever will they think of next??  urllink   
     

 
    
","['\n\n\n       \n      whatever will they think of next??', 'urllink']"
"12,September,2003","


       
       urllink  dgital blasphemy  has some neat computer generated pics...
     

 
    
",['\n\n\n       \n       urllink  dgital blasphemy  has some neat computer generated pics...']
"12,September,2003","


       
      i've shifted to bccl the publishers of  urllink    on the 1st... and am currently looking for a place to shift to in south delhi. my roomie of the past one and a half years has more or less kicked me out (or is going to)... that's coz he's gotten married... :d
     

 
    
","[""\n\n\n       \n      i've shifted to bccl the publishers of  urllink    on the 1st... and am currently looking for a place to shift to in south delhi."", ""my roomie of the past one and a half years has more or less kicked me out (or is going to)... that's coz he's gotten married... :d""]"
"29,October,2003","


       
       urllink economist emerging markets data  shows india's gdp growth to be 5.7 which is more that the hindu rate of grwoth theory, which hypothesises that's india's growth will never be more than 5%
     

  urllink link 
    
","[""\n\n\n       \n       urllink economist emerging markets data  shows india's gdp growth to be 5.7 which is more that the hindu rate of grwoth theory, which hypothesises that's india's growth will never be more than 5%\n     \n\n  urllink link""]"
"24,October,2003","


       
       urllink this  is a good read...
     

  urllink link 
    
",['\n\n\n       \n       urllink this  is a good read...\n     \n\n  urllink link']
"24,October,2003","


       
       urllink cnet  has this story of hwo via's mini-itc boards are being used to create fully functional pc's in the strangest of cases and place like lampshades and bread boxes
     

  urllink link 
    
","[""\n\n\n       \n       urllink cnet  has this story of hwo via's mini-itc boards are being used to create fully functional pc's in the strangest of cases and place like lampshades and bread boxes\n     \n\n  urllink link""]"
"24,October,2003","


       
       urllink railroad tycoon 3  is out.. can't wait to get my hands on it... i hope it runs on my (almost) acient comp...
     

  urllink link 
    
","[""\n\n\n       \n       urllink railroad tycoon 3  is out.. can't wait to get my hands on it... i hope it runs on my (almost) acient comp...\n     \n\n  urllink link""]"
"23,October,2003","


       
       urllink nyt  reports that from next month, subscribers will be able to switch services without having to change numbers... one wonders when this will happen in india, i'm just about sick of the service and am going to switch.   number moblity would be so cool...
     

 
    
","[""\n\n\n       \n       urllink nyt  reports that from next month, subscribers will be able to switch services without having to change numbers... one wonders when this will happen in india, i'm just about sick of the service and am going to switch."", 'number moblity would be so cool...']"
"21,October,2003","


       
      forune has an intersting  urllink story  on piracy. while most blog commentary has been decidely anti-riaa, this one takes a more balanced view to the whole issue.
     

 
    
","['\n\n\n       \n      forune has an intersting  urllink story  on piracy.', 'while most blog commentary has been decidely anti-riaa, this one takes a more balanced view to the whole issue.']"
"20,October,2003","


       
      frst it was the  urllink death of email ...   now  urllink death of the pda  (economist link. no premium mebership required)
     

 
    
","['\n\n\n       \n      frst it was the  urllink death of email ...   now  urllink death of the pda  (economist link.', 'no premium mebership required)']"
"18,October,2003","


       
       urllink lore brand comics: sex lies of the future 
     

  urllink link 
    
",['\n\n\n       \n       urllink lore brand comics: sex lies of the future \n     \n\n  urllink link']
"18,October,2003","


       
      no comment on the life and works and other controversies surrounding the mother, just rah rah on the beatification... read the  urllink wiki on the mother , if you have more time read the book  urllink final verdict . the full text is available online without pictures...   the book looks at the other side of the personality
     

 
    
","['\n\n\n       \n      no comment on the life and works and other controversies surrounding the mother, just rah rah on the beatification... read the  urllink wiki on the mother , if you have more time read the book  urllink final verdict .', 'the full text is available online without pictures...   the book looks at the other side of the personality']"
"18,October,2003","


       
      the world's most common operating system is...  urllink not windows , but something called itron which runs on an approximate 3 billlion microprocessors
     

  urllink link 
    
","[""\n\n\n       \n      the world's most common operating system is...  urllink not windows , but something called itron which runs on an approximate 3 billlion microprocessors\n     \n\n  urllink link""]"
"18,October,2003","


       
       urllink comics by rss ... cool... i'm deleting my comic subscriptions right now...
     

 
    
","[""\n\n\n       \n       urllink comics by rss ... cool... i'm deleting my comic subscriptions right now...""]"
"18,October,2003","


       
      there is some talk in the blogosphere on the death of email, saving email, rss replacing email, new email projects like  urllink internet mail 2000 ... what i'm trying to do here is to piece together the various points of views and solutions..   the premise: e-mail is dying. why? because of the amounts of spam flowing into peoples mail boxes and the attack of viruses like sobig.    we will explore what michael fraase has to say  urllink now  and  urllink then . at some point one will begin to wonder whether rss will  urllink kill ""email"" or ""email publishing"" ... huge difference between the two. when one figures this out, one will realise that there are people on the other side of the debate too. i.e. feel email will  urllink live  and of course someone  urllink countered  this as well and a  urllink response  to that and of course there will be people like  urllink me  who will be bystanders attempting to make sense  urllink in the chaos that exists 
     

 
    
","[""\n\n\n       \n      there is some talk in the blogosphere on the death of email, saving email, rss replacing email, new email projects like  urllink internet mail 2000 ... what i'm trying to do here is to piece together the various points of views and solutions..   the premise: e-mail is dying."", 'why?', 'because of the amounts of spam flowing into peoples mail boxes and the attack of viruses like sobig.', 'we will explore what michael fraase has to say  urllink now  and  urllink then .', 'at some point one will begin to wonder whether rss will  urllink kill ""email"" or ""email publishing"" ... huge difference between the two.', 'when one figures this out, one will realise that there are people on the other side of the debate too.', 'i.e.', 'feel email will  urllink live  and of course someone  urllink countered  this as well and a  urllink response  to that and of course there will be people like  urllink me  who will be bystanders attempting to make sense  urllink in the chaos that exists']"
"18,October,2003","


       
      the festival of lights  this is one of the oldest hindu festivals occuring in the month of kartik, which commemorates the return of rama to ayodhya after an exile of 14 years. it also marks the beginning of the new year and is celebrated with the lighting of lamps. diwali or deepawali, literally 'an array of lamps', is the festival of lights and is celebrated on the darkest night of kartik. it is perhaps the most important festival in india. originally a hindu festival, it has now crossed the bounds of religion and is celebrated by all in india with fervor and gaiety. this day is a public holiday all over india.  twinkling oil lamps or diyas light up every home and firework displays are common all across the country. the goddess lakshmi (consort of vishnu), who is the symbol of wealth and prosperity, is also worshipped on this day. this festive occasion also marks the beginning of the hindu new year and lord ganesha, the elephant-headed god, the symbol of auspiciousness and wisdom, is also worshipped in most hindu homes on this day.  another view is that deepawali is meant to celebrate the destruction of the arrogant tyrant bali at the hands of vishnu when the latter appeared in his vamana (dwarf) avatar. the occasion of deepawali sees the spring-cleaning and white-washing of houses; decorative designs or rangolis are painted on floors and walls. new clothes are bought and family members and relatives gather together to offer prayers, distribute sweets and to light up their homes.   diwali is also perhaps the oldest festival still celebrated today and is mentioned in the ramayana. the celebrations include the lighting of lamps and candles, and the bursting of crackers (fireworks). friends and neighbours exchange special sweets. people buy new clothes and in fact, in certain communities, it is absolutely essential to wear new clothes on this day.  diwali in india is equivalent to christmas in the west. therefore it is also the time when people get the festival bonus to their salaries. it marks the beginning of the new year for a large majority of hindus, especially the trader community.  preparations for the festival begin many days prior to diwali. it is time for a thorough cleaning of the house, for the belief is that lakshmi will enter clean and nicely decorated houses. the scientific reason is that the monsoon is a time for insects and fungus to breed.with the end of the monsoon, homes need to be cleaned and painted, and belongings aired and dried before the onset of winter. the festival itself extends over about a week even though the most important day is the new moonday.  in east bihar and northern india, two days before diwali is celebrated as dhanteras in honour of dhanvantari, the physician of the gods. he is believed to have emerged with a pot of amrita during the samudra manthan. people bathe early in the morning and observe a fast, which is broken only after sunset with sweetmeats, puri and other delicacies. on dhanteras, new kitchen utensils are bought and kept at the place of worship. the buying of utensils, according to one theory, relates to the myth of dhanvantari emerging from the ocean with a pot in his hand. since he is also the physician of the gods, cleanliness and hygiene are essential to this festival. the day before diwali is celebratedas choti diwali or 'small diwali'. it is diwali on a smaller scale, with fewer lights lit and fewer crackers burst.  the morning after choti diwali, the women of the house make beautiful, coloured rangoli in the doorway and courtyard. tiny footprints made out of rice paste are a special feature of the rangolis made for diwali. they signify the footprints of lakshmi, as she enters the house. in hindu homes, diwali celebrations involve a ritual puja to lakshmi and also to rama in the evening. songs in honour of the gods are sung and arati is performed. oil or ghee diyas are also lit. the gods are offered kheel, batashe and khilone and various sweetmeats. after the puja, the diyas are placed in and around the house: in the doorway, near the tulasi plant, the backyard, every room and the back and front gates. after this, crackers are burst, and people meet friends and neighbours to exchange good wishes and sweets. since diwali falls on the new moon night, lamps are lit to brighten this moonless night. according to a myth, lakshmi will not enter a dark house. the lamps also welcome home the spirits of dead ancestors, who are believed to visit on this auspicious night. in addition, the light frightens away any evil spirit that might be wandering about near the house on this night. in orissa, lamps are lit to light up the dark path that the spirits of ancestors take back to heaven. in modern times, ghee diyas have been replaced by wax candles and coloured electric bulbs. in many areas, there is a competition of sorts among neighbours as everyone tries to have the brightest lights. the origin of diwali can be traced back to ancient india, when it was probably an important harvesting season. it was thus extremely important to the largely pastoral vaishya community. their granaries were full, and the weather was good, at the end of the long monsoon and before the arduous winter. it was therefore a good time to celebrate. the vaishya community began their new year with this happy occassion, after paying their debts and clearing their ledgers. as the religion developed, various mythological stories and explanations were attributedto this festival to give it religious sanction.  however today, this historical explanation is all but lost among the many stories and folklore linked with the origin of the festival. according to the most popular one, diwali is celebrated in honour of rama, his consort sita and brother lakshmana, returning to their kingdom ayodhya after a 14-year exile.to celebrate this event, people at ayodhya are believed to have lit up their houses with lamps. the illuminations also symbolise the removal of spiritual darkness and the onset of happiness and prosperity.    according to another belief, it is on this day that lakshmi emerged from the ocean during the samudra manthan .lakshmi puja commemorates her birth and therefore forms a major part of diwali celebrations. being associated with the goddess of wealth and fortune, diwali is specially important to the vaishya   community. most tradesmen close their old ledgers and dealings and start afresh with new ledgers after diwali. this day, with its emphasis on money, is also considered lucky for gambling. giving social sanction to a vice, a popular saying states that one who does not gamble on this day will beborn a donkey in his next birth. casinos and local gambling houses do brisk business during the diwali week. in most homes, people invite their friends and relatives over to play cards.   another reason for the celebration of diwali is that it marks the killing of the evil narkasura at the hands of krishna naraka is believed to have abducted 16,000 women. krishna killed him and rescued these women whom he later married. naraka is the personification of hell and is believed to be the monsoon during which all activities come to a standstill.   though diwali is equally important in the south and the north, the celebrations are markedly different. in south india, the story widely associated with diwali is that of narasimha, the man-lion incarnation of vishnu. according to a legend, hiranyakshipu was an evil demon king. he was unjust and cruel to his people. however, he was almost invincible, having extracted a boon from brahma that he would be killed neither by beast nor man, neither inside nor outside, neither during the day nor at night. when his atrocities became unbearable, the gods sought vishnu's help. assuming his fifth incarnation of narasimha, the man-lion,vishnu killed hiranyakshipu with his claws in the courtyard just before day break, hence steering clear of the boundaries of the boon. for this reason in the south, people light diyas in their houses on the day preceding diwali. the next day begins early. first is the ritual bath, which begins with an oil massage of the hair and body. this is absolutely essential on this day. its importance probably refers to cleaning oneself thoroughly after the monsoon months. after bathing, people receive new clothes and gifts from their elders, which they are expected to wear. the family then prays to vishnu for its well-being and prosperity. after the prayers start the main celebrations which, as in the north, consist of bursting crackers and lighting candles.at day break, all celebrations end.people then visit friends and relatives and exchange sweets.   references to the word 'atishbaji' or'crackers' are found even in ancient literature. the bursting of crackers is today the most important and eagerly-awaited part of the diwali celebrations. according to one belief, the sound that resounds throughout the universe makes all aware of the great homecoming of rama. another belief is that the crackers are an indication ofthe joy of the people living on the earth, making the gods aware of their plentiful state. still another possible reason has a more scientific basis: the fumes produced by the crackers kill a lot of insects, found in plenty after the rains. the use of high-tech bomb crackers is fairly recent. at times, diwali celebrations get ugly, especially in the metropolitan cities. in new delhi, people start bursting crackers in the evening and this continues till the early hours ofthe morning. as a result, the city is engulfed in toxic fumes and smoke for almost 10 hours. another problem with crackers is that their manufacture is usually unregulated. as a result, the manufacturing units are unsafe and the material used is inflammable and toxic.every year, many units are destroyed inaccidental fires, resulting in the death of those employed there.   kerala is probably the only state in india where even hindus do not celebrate diwali. the major festival there is onam. in west bengal, kali puja is performed on diwali as it is believed that on this day kali killed the wicked raktavija. being one of the main festivals of the trader community, markets are gaily decorated and lit up. many safety measures and precautions are telecast on television and radio, especially for children. the fire departments are kept on the alert, and the municipal corporations of bigger cities also organise buckets and tankers of water at strategic locations. the second day after diwali is celebrated as bhai duja when sisters apply tilak to their brothers and pray for their long and happy life. in all likelihood, this ritual was originally intended only for married women. since they celebrated diwali with their in-laws, this festival allowed them to come to their parents' home during this auspicious time. they got some time to meet the family and to rest after the hectic activity of the preceding week.and it gave their parents an opportunity to give them gifts, an opportunity they did not often get. nowadays however, among many communities bhai duja is observed by both married and unmarried sisters.   urllink http://webonautics.com/ethnicindia/festivals/diwali.html 
     

 
    
","['\n\n\n       \n      the festival of lights  this is one of the oldest hindu festivals occuring in the month of kartik, which commemorates the return of rama to ayodhya after an exile of 14 years.', 'it also marks the beginning of the new year and is celebrated with the lighting of lamps.', ""diwali or deepawali, literally 'an array of lamps', is the festival of lights and is celebrated on the darkest night of kartik."", 'it is perhaps the most important festival in india.', 'originally a hindu festival, it has now crossed the bounds of religion and is celebrated by all in india with fervor and gaiety.', 'this day is a public holiday all over india.', 'twinkling oil lamps or diyas light up every home and firework displays are common all across the country.', 'the goddess lakshmi (consort of vishnu), who is the symbol of wealth and prosperity, is also worshipped on this day.', 'this festive occasion also marks the beginning of the hindu new year and lord ganesha, the elephant-headed god, the symbol of auspiciousness and wisdom, is also worshipped in most hindu homes on this day.', 'another view is that deepawali is meant to celebrate the destruction of the arrogant tyrant bali at the hands of vishnu when the latter appeared in his vamana (dwarf) avatar.', 'the occasion of deepawali sees the spring-cleaning and white-washing of houses; decorative designs or rangolis are painted on floors and walls.', 'new clothes are bought and family members and relatives gather together to offer prayers, distribute sweets and to light up their homes.', 'diwali is also perhaps the oldest festival still celebrated today and is mentioned in the ramayana.', 'the celebrations include the lighting of lamps and candles, and the bursting of crackers (fireworks).', 'friends and neighbours exchange special sweets.', 'people buy new clothes and in fact, in certain communities, it is absolutely essential to wear new clothes on this day.', 'diwali in india is equivalent to christmas in the west.', 'therefore it is also the time when people get the festival bonus to their salaries.', 'it marks the beginning of the new year for a large majority of hindus, especially the trader community.', 'preparations for the festival begin many days prior to diwali.', 'it is time for a thorough cleaning of the house, for the belief is that lakshmi will enter clean and nicely decorated houses.', 'the scientific reason is that the monsoon is a time for insects and fungus to breed.with the end of the monsoon, homes need to be cleaned and painted, and belongings aired and dried before the onset of winter.', 'the festival itself extends over about a week even though the most important day is the new moonday.', 'in east bihar and northern india, two days before diwali is celebrated as dhanteras in honour of dhanvantari, the physician of the gods.', 'he is believed to have emerged with a pot of amrita during the samudra manthan.', 'people bathe early in the morning and observe a fast, which is broken only after sunset with sweetmeats, puri and other delicacies.', 'on dhanteras, new kitchen utensils are bought and kept at the place of worship.', 'the buying of utensils, according to one theory, relates to the myth of dhanvantari emerging from the ocean with a pot in his hand.', 'since he is also the physician of the gods, cleanliness and hygiene are essential to this festival.', ""the day before diwali is celebratedas choti diwali or 'small diwali'."", 'it is diwali on a smaller scale, with fewer lights lit and fewer crackers burst.', 'the morning after choti diwali, the women of the house make beautiful, coloured rangoli in the doorway and courtyard.', 'tiny footprints made out of rice paste are a special feature of the rangolis made for diwali.', 'they signify the footprints of lakshmi, as she enters the house.', 'in hindu homes, diwali celebrations involve a ritual puja to lakshmi and also to rama in the evening.', 'songs in honour of the gods are sung and arati is performed.', 'oil or ghee diyas are also lit.', 'the gods are offered kheel, batashe and khilone and various sweetmeats.', 'after the puja, the diyas are placed in and around the house: in the doorway, near the tulasi plant, the backyard, every room and the back and front gates.', 'after this, crackers are burst, and people meet friends and neighbours to exchange good wishes and sweets.', 'since diwali falls on the new moon night, lamps are lit to brighten this moonless night.', 'according to a myth, lakshmi will not enter a dark house.', 'the lamps also welcome home the spirits of dead ancestors, who are believed to visit on this auspicious night.', 'in addition, the light frightens away any evil spirit that might be wandering about near the house on this night.', 'in orissa, lamps are lit to light up the dark path that the spirits of ancestors take back to heaven.', 'in modern times, ghee diyas have been replaced by wax candles and coloured electric bulbs.', 'in many areas, there is a competition of sorts among neighbours as everyone tries to have the brightest lights.', 'the origin of diwali can be traced back to ancient india, when it was probably an important harvesting season.', 'it was thus extremely important to the largely pastoral vaishya community.', 'their granaries were full, and the weather was good, at the end of the long monsoon and before the arduous winter.', 'it was therefore a good time to celebrate.', 'the vaishya community began their new year with this happy occassion, after paying their debts and clearing their ledgers.', 'as the religion developed, various mythological stories and explanations were attributedto this festival to give it religious sanction.', 'however today, this historical explanation is all but lost among the many stories and folklore linked with the origin of the festival.', 'according to the most popular one, diwali is celebrated in honour of rama, his consort sita and brother lakshmana, returning to their kingdom ayodhya after a 14-year exile.to celebrate this event, people at ayodhya are believed to have lit up their houses with lamps.', 'the illuminations also symbolise the removal of spiritual darkness and the onset of happiness and prosperity.', 'according to another belief, it is on this day that lakshmi emerged from the ocean during the samudra manthan .lakshmi puja commemorates her birth and therefore forms a major part of diwali celebrations.', 'being associated with the goddess of wealth and fortune, diwali is specially important to the vaishya   community.', 'most tradesmen close their old ledgers and dealings and start afresh with new ledgers after diwali.', 'this day, with its emphasis on money, is also considered lucky for gambling.', 'giving social sanction to a vice, a popular saying states that one who does not gamble on this day will beborn a donkey in his next birth.', 'casinos and local gambling houses do brisk business during the diwali week.', 'in most homes, people invite their friends and relatives over to play cards.', 'another reason for the celebration of diwali is that it marks the killing of the evil narkasura at the hands of krishna naraka is believed to have abducted 16,000 women.', 'krishna killed him and rescued these women whom he later married.', 'naraka is the personification of hell and is believed to be the monsoon during which all activities come to a standstill.', 'though diwali is equally important in the south and the north, the celebrations are markedly different.', 'in south india, the story widely associated with diwali is that of narasimha, the man-lion incarnation of vishnu.', 'according to a legend, hiranyakshipu was an evil demon king.', 'he was unjust and cruel to his people.', 'however, he was almost invincible, having extracted a boon from brahma that he would be killed neither by beast nor man, neither inside nor outside, neither during the day nor at night.', ""when his atrocities became unbearable, the gods sought vishnu's help."", 'assuming his fifth incarnation of narasimha, the man-lion,vishnu killed hiranyakshipu with his claws in the courtyard just before day break, hence steering clear of the boundaries of the boon.', 'for this reason in the south, people light diyas in their houses on the day preceding diwali.', 'the next day begins early.', 'first is the ritual bath, which begins with an oil massage of the hair and body.', 'this is absolutely essential on this day.', 'its importance probably refers to cleaning oneself thoroughly after the monsoon months.', 'after bathing, people receive new clothes and gifts from their elders, which they are expected to wear.', 'the family then prays to vishnu for its well-being and prosperity.', 'after the prayers start the main celebrations which, as in the north, consist of bursting crackers and lighting candles.at day break, all celebrations end.people then visit friends and relatives and exchange sweets.', ""references to the word 'atishbaji' or'crackers' are found even in ancient literature."", 'the bursting of crackers is today the most important and eagerly-awaited part of the diwali celebrations.', 'according to one belief, the sound that resounds throughout the universe makes all aware of the great homecoming of rama.', 'another belief is that the crackers are an indication ofthe joy of the people living on the earth, making the gods aware of their plentiful state.', 'still another possible reason has a more scientific basis: the fumes produced by the crackers kill a lot of insects, found in plenty after the rains.', 'the use of high-tech bomb crackers is fairly recent.', 'at times, diwali celebrations get ugly, especially in the metropolitan cities.', 'in new delhi, people start bursting crackers in the evening and this continues till the early hours ofthe morning.', 'as a result, the city is engulfed in toxic fumes and smoke for almost 10 hours.', 'another problem with crackers is that their manufacture is usually unregulated.', 'as a result, the manufacturing units are unsafe and the material used is inflammable and toxic.every year, many units are destroyed inaccidental fires, resulting in the death of those employed there.', 'kerala is probably the only state in india where even hindus do not celebrate diwali.', 'the major festival there is onam.', 'in west bengal, kali puja is performed on diwali as it is believed that on this day kali killed the wicked raktavija.', 'being one of the main festivals of the trader community, markets are gaily decorated and lit up.', 'many safety measures and precautions are telecast on television and radio, especially for children.', 'the fire departments are kept on the alert, and the municipal corporations of bigger cities also organise buckets and tankers of water at strategic locations.', 'the second day after diwali is celebrated as bhai duja when sisters apply tilak to their brothers and pray for their long and happy life.', 'in all likelihood, this ritual was originally intended only for married women.', ""since they celebrated diwali with their in-laws, this festival allowed them to come to their parents' home during this auspicious time."", 'they got some time to meet the family and to rest after the hectic activity of the preceding week.and it gave their parents an opportunity to give them gifts, an opportunity they did not often get.', 'nowadays however, among many communities bhai duja is observed by both married and unmarried sisters.', 'urllink http://webonautics.com/ethnicindia/festivals/diwali.html']"
"18,October,2003","


       
      i have been running  urllink google compute  for some weeks now... it is a distributed computing project like  urllink seti@home . seti@home is itself going to migrate into an open distributed computin platform which is due to start soon
     

 
    
","['\n\n\n       \n      i have been running  urllink google compute  for some weeks now... it is a distributed computing project like  urllink seti@home .', 'seti@home is itself going to migrate into an open distributed computin platform which is due to start soon']"
"15,October,2003","


       
      a new release of  urllink mozilla firebird  0.7 to be exact. i wonder if it has changed enough to match the ie feature set.. 
     

 
    
","['\n\n\n       \n      a new release of  urllink mozilla firebird  0.7 to be exact.', 'i wonder if it has changed enough to match the ie feature set..']"
"15,October,2003","


       
      the observer's  urllink 100 greatest novels of all time . i've read 22 of them and have heard of another 10...
     

 
    
","[""\n\n\n       \n      the observer's  urllink 100 greatest novels of all time ."", ""i've read 22 of them and have heard of another 10...""]"
"14,October,2003","


       
      one of the advantages of working with a newspaper is that you meet all sorts of people, techies, editors, business people, lawyers. a few things that i have been talking to people about recently in the company  preseidential blogs death of email / email vs rss marketing the 3650 by blogs social sofware comment spam  if i find the time to follow the incredible number of cross links and discussion threads expect more on these...
     

 
    
","['\n\n\n       \n      one of the advantages of working with a newspaper is that you meet all sorts of people, techies, editors, business people, lawyers.', 'a few things that i have been talking to people about recently in the company  preseidential blogs death of email / email vs rss marketing the 3650 by blogs social sofware comment spam  if i find the time to follow the incredible number of cross links and discussion threads expect more on these...']"
"03,October,2003","


       
       urllink lore brand comics  most awesome sense of humour
     

 
    
",['\n\n\n       \n       urllink lore brand comics  most awesome sense of humour']
"01,October,2003","


       
       urllink commodore 64  on a nokia... 
     

 
    
",['\n\n\n       \n       urllink commodore 64  on a nokia...']
"01,October,2003","


       
       urllink the digital media manifesto 
     

 
    
",['\n\n\n       \n       urllink the digital media manifesto']
"01,October,2003","


       
      meta filter.  urllink oh, it's nothing...    i quite  liked the deifinition on notingness...
     

 
    
","['\n\n\n       \n      meta filter.', ""urllink oh, it's nothing...    i quite  liked the deifinition on notingness...""]"
"28,November,2003","


       
       urllink sent  is the first cameraphone artshow...
     

  urllink link 
    
",['\n\n\n       \n       urllink sent  is the first cameraphone artshow...\n     \n\n  urllink link']
"27,November,2003","


       
      in a scientific american  urllink interview  michio kaku is grilled on the possiblity of time travel
     

  urllink link 
    
",['\n\n\n       \n      in a scientific american  urllink interview  michio kaku is grilled on the possiblity of time travel\n     \n\n  urllink link']
"27,November,2003","


       
      this edition still in beta, presents the daily paper online, not in classic internet format, but regular broadsheet format. with one being able to click and read the section one desires. this is similar to the orange country register digitl version.  though one is not privy to the software being used, but the underlying technology, navigation and presentation clearly points to olive software, which has also powered the orange county register digital edition.    urllink http://digital.guardian.co.uk/ 
     

  urllink link 
    
","['\n\n\n       \n      this edition still in beta, presents the daily paper online, not in classic internet format, but regular broadsheet format.', 'with one being able to click and read the section one desires.', 'this is similar to the orange country register digitl version.', 'though one is not privy to the software being used, but the underlying technology, navigation and presentation clearly points to olive software, which has also powered the orange county register digital edition.', 'urllink http://digital.guardian.co.uk/ \n     \n\n  urllink link']"
"27,November,2003","


       
       urllink electric shaver museum 
     

  urllink link 
    
",['\n\n\n       \n       urllink electric shaver museum \n     \n\n  urllink link']
"24,November,2003","


       
      for all those people hungry for  urllink data on media 
     

  urllink link 
    
",['\n\n\n       \n      for all those people hungry for  urllink data on media \n     \n\n  urllink link']
"20,November,2003","


       
       urllink the money map  is a neatresource on where the presidential candidates are getting their funds from...
     

  urllink link 
    
",['\n\n\n       \n       urllink the money map  is a neatresource on where the presidential candidates are getting their funds from...\n     \n\n  urllink link']
"20,November,2003","


       
      this wired  urllink story  on a space mission being put up on ebay has to be the most ridiculous thing i've heard so far...
     

  urllink link 
    
","[""\n\n\n       \n      this wired  urllink story  on a space mission being put up on ebay has to be the most ridiculous thing i've heard so far...\n     \n\n  urllink link""]"
"20,November,2003","


       
      this had to happen sooner than later... dell was the first to start commodotisation, walmart will take this further...  urllink wal-mart to write own name on notebooks  
     

  urllink link 
    
","['\n\n\n       \n      this had to happen sooner than later... dell was the first to start commodotisation, walmart will take this further...  urllink wal-mart to write own name on notebooks  \n     \n\n  urllink link']"
"20,November,2003","


       
       scoble comments     last night in the airport i was reading a copy of fast company magazine. it's really weird to see quotes from webloggers in the pages of magazines. joi ito had a quote featured there.   in wired, the smiling faces of ben and mena trott stared out of the pages at me.   it's a strange world we've all entered. three years ago i barely knew what a blog was.    
     

 
    
","['\n\n\n       \n       scoble comments     last night in the airport i was reading a copy of fast company magazine.', ""it's really weird to see quotes from webloggers in the pages of magazines."", 'joi ito had a quote featured there.', 'in wired, the smiling faces of ben and mena trott stared out of the pages at me.', ""it's a strange world we've all entered."", 'three years ago i barely knew what a blog was.']"
"20,November,2003","


       
      playboy has  urllink reportedly  offered britney & figure amoount to pose nude... ha
     

  urllink link 
    
",['\n\n\n       \n      playboy has  urllink reportedly  offered britney & figure amoount to pose nude... ha\n     \n\n  urllink link']
"20,November,2003","


       
       urllink nyt  talks about  urllink the hollywood stock exchange , which is apparently something the hollywood studios have begun to take really seriously...
     

  urllink link 
    
","['\n\n\n       \n       urllink nyt  talks about  urllink the hollywood stock exchange , which is apparently something the hollywood studios have begun to take really seriously...\n     \n\n  urllink link']"
"20,November,2003","


       
       urllink this  is like the largest pvp/mp3 player...  i want one... 
     

  urllink link 
    
",['\n\n\n       \n       urllink this  is like the largest pvp/mp3 player...  i want one... \n     \n\n  urllink link']
