Address,BuildingArea,YearBuilt
14/3 Struan St,,
5/46 Kororoit Creek Rd,,1979.0
2/60 Kororoit Creek Rd,141.0,2001.0
5 Nicosia Ct,249.0,2003.0
27 Champion Rd,160.0,1950.0
40 Florence St,,
2/60 Kororoit Creek Rd,141.0,2001.0
53 Park Cr,,
4 Walter St,159.0,1990.0
14/27 Lewisham Rd,79.0,1965.0
2/6 The Avenue,,
3/217 Dandenong Rd,90.0,1945.0
108 Peel St,,1930.0
7/113 Punt Rd,48.0,1975.0
24 Bimbadeen Cr,,
19 Goulburn Gr,,
57 Tarcoola Dr,,
14 Borlase St,232.0,1960.0
8 Lowan Av,,
7 Marigolds Rd,,
4/247 Inkerman St,50.0,1960.0
5/171 Hotham St,,
2/31 Orange Gr,,1940.0
2 Diamond St,,
7 Garnet St,,
1/37 Clunes St,150.0,1961.0
26 Monaro Rd,,1920.0
36 Abbotsford St,,
218 Adderley St,,1870.0
3/212 Roden St,130.0,2010.0
7/234 Roden St,,
101/89 Roden St,,
105/493 Victoria St,51.0,2007.0
53 Miller St,,1880.0
316/145 Roden St,,2013.0
33 Rainsford Tce,,
4 Susan Ct,,
3/14 Queens Av,,
456/38 Mt Alexander Rd,51.0,2010.0
3/1 James Av,,
256 Langridge St,,
16 Glenys Av,,
1/9 Kitson Cr,,
118 Marshall Rd,101.37,1960.0
9 South Rd,,1950.0
126 Mills St,,1900.0
2 Bazentin St,142.0,1920.0
6 Como St,,
91 Lucerne Cr,,
3 Parham Ct,142.1,1980.0
151 Chambers Rd,110.0,1960.0
30 Marigold Av,,
4/7 Prentice St,,
22 Lawrence St,,
52 Adelaide St,,
92 Langs Rd,,
40 Moonee St,153.0,1900.0
4 Wippa Ct,,
91 Stonebridge Wy,,
12a Doyle St,,
41 Herbert St,,
38 Belmore Rd,,
8 Madang Av,,
466 Balwyn Rd,,
50 Corhampton Rd,,
2/18 Doncaster Rd,,
15 Harrington Av,,
2/43 Sutton St,127.0,1965.0
18B Orchard Rd,125.0,2010.0
1/19 Glen Park Rd,,1970.0
8 Toolimerin Av,,
13/472 Beach Rd,,
50/34 Bodley St,,
73 Charman Rd,,1925.0
23 Hepburn Av,,
20 Martin St,258.0,1950.0
3 Wells Rd,,
11 White St,,
12 Auckland St,,
48 Tucker Rd,114.0,1970.0
1 Gladesville Dr,188.0,1950.0
96 Avebury Dr,,
4/5 Dewrang Cr,,
143 Surrey Rd,,
32 Obrien Cr,,
3 Shaun Av,,
39 Lockwoods Rd,,
31A Beaconsfield Rd,120.0,2000.0
20 Byron St,219.0,1910.0
36/568 New St,46.0,2000.0
160 Were St,,
18 Centre Rd,239.0,2001.0
1/124 Cuthbert St,123.21,2010.0
21 Graham St,110.0,1999.0
1/53 Stenhouse Av,,
11/757 Park St,,
36 Clarence St,,
14 Fleming St,,
36 Newman St,,
2/59 Smith St,,1970.0
80 Thompsons Rd,,
9 Edro Ct,,
28 Greenwood Dr,,
533 Grimshaw St,,
3/11 Neilsen Cr,,
31 Batman St,230.0,2005.0
2 Amaroo Ct,140.7481,
11 Kalista Ct,,
16 Homebush Rd,145.0,2007.0
6/9 Eddy St,76.0,1975.0
31a Morey St,,
2/576 Riversdale Rd,,
4/924 Toorak Rd,223.0,2006.0
108/2 Gascoyne St,86.5,2015.0
5/50 Barkly St,30.6,1970.0
106/37 Palmerston St,,2013.0
113 Station St,,
301/9 Morton Av,,
16/7 Toolondo Cl,,
30a Narrawong Rd,,
3/29 Sussex Rd,,
1 Evans St,,
4 Cronin Ct,,
2/14 Jack Rd,149.0,2013.0
15 Latrobe St,,
4/3 MacKenzie St,,
105 Wilson St,,
35 Inverness St,,
2/13 Jaguar Dr,115.0,2000.0
13 Murdo Rd,,1980.0
5/94 Roseneath St,,1995.0
11 Riverbank Cl,,
126 Barrow St,100.0,1920.0
5/27 Cope St,,
12 Rasmussen Ct,80.0,1960.0
82a Ross St,,
18 Shaftsbury St,,
72 Camera Wk,,
29 Livingstone St,,
13 Aston St,236.0,2007.0
59 Balyang Wy,,
13 Brampton Cl,117.0,1990.0
66 Northern Cr,,
6 Vision Rd,225.5,2014.0
26 Mundaring Dr,,
8 Banool Ct,225.0,1970.0
1/27 Leigh Rd,,
15 Ronald Rd,110.0,1994.0
2/26 Vernon St,,
7 Wildberry Cl,133.0,1987.0
22 Knee La,,
40 Grandview Av,,
5/6 MacPherson St,,
110 Gladstone Rd,120.0,1970.0
52 Simpson Dr,,
17 Norma St,61.0,1939.0
2/77 Centre Dandenong Rd,,1975.0
13 Carnarvon St,,
2/4 Frank St,,
66 Saxonwood Dr,322.0,1970.0
1 Bernarra Ct,409.54,2004.0
2/11 Chippewa Av,,
1 Clements Av,,
33 Starboard Dr,179.0,2012.0
69 Banksia St,,
1005/166 Wellington Pde,71.0,2001.0
43 Langrigg Av,,
59 Bible St,,
6 Orbel Ct,127.0,1979.0
36 Arcadia Wy,,
1/59 Progress Rd,,
3/8 May St,,
5/1 Milton St,,
4/4 Poets Gve,,
4/112 Tennyson St,,
18 Auhl Rd,110.0,1950.0
1/309 Findon Rd,,
59 Greenfields Dr,364.0,2012.0
2/4 Grimwade Ct,109.0,2000.0
1 Simon Ct,,
21 Butler St,,
9/44 Fletcher St,,
1/8 Graves St,3.0,
10/30 Richardson St,47.0,1970.0
6 Bourke St,114.0,2000.0
24 Clydebank Rd,,
36 Emerald St,291.0,2016.0
51 Doveton Av,,
62 Doveton Av,,
60 Station St,,
61 Alec Cr,,
75 Lowson St,,
1/18 Doysal Av,,
108 Michael St,79.0,1900.0
222 Rae St,125.0,1900.0
372 Rae St,,
22/155 Gordon St,,
12 Jamieson Av,,
10/30 Pickett St,26.0,2013.0
4 Sapphire St,,1970.0
13 Will St,,
2/195 Beach St,,
42 Kars St,,
1/8 Nott Av,,
17 Windoo St,109.0,1960.0
169 Humphries Rd,3647.0,
14 Poinciana St,174.0,1960.0
3 Sansom St,144.0,1980.0
9 Dolphin Ct,,
4 Ellesmere Cr,,
121 High St,,
1/6 Hope St,,
1/1484 Malvern Rd,76.0,1965.0
6/35 Scott Gr,,
7 Marbray Dr,160.0,1980.0
24 Owens Av,,
515 Springvale Rd,92.0,2000.0
22 Stableford Av,,
2/34 Belair Av,,
1/74 Melbourne Av,,
2/74 Melbourne Av,,
2/4 Mitchell Ct,,
2/15 Ogden St,133.0,2011.0
5 Patrick St,,
44 Manatunga Cct,,
6 Paterson Cr,,
3/27 River St,,
2/12 William St,107.0,2000.0
67 Dunfermline Av,,
20 Inverie Ct,283.0,2005.0
2a Geum St,,
5 Katrina Cl,,
46/15 Beach Rd,152.0,2010.0
50a David St,,
90 Orlando St,102.0,1940.0
1/23 Charming St,204.0,
110 Wickham Rd,,
6 College St,,
7/28 Elm St,,
1/514 Glenferrie Rd,90.0,1940.0
8/3 Kooyongkoot Rd,,
63 Liddiard St,156.0,1890.0
4/22 Muir St,,
14/59 Riversdale Rd,71.0,1965.0
15A Westmount Rd,156.6,2009.0
186 Bedford Rd,,
44 Cuthbert St,215.0,1970.0
1 Daisy St,,1950.0
1/42 The Greenway,,
111 Buckingham Dr,,
3 Dougharty Rd,,
55 McEwan Rd,,
1 Bardia St,95.0,1950.0
1 Ebony Pde,,
7/7 Highett Gr,,
2/21 Tibrockney St,,
2/25 Wilson St,64.0,1970.0
3 Sage Cl,213.0,2007.0
7 Ashton Cr,,
16 Hunter Av,,
29 Storrington Av,,
3 Tucker Ct,156.5,1990.0
9/220 Huntingdale Rd,87.0,2005.0
134 Ivanhoe Pde,180.0,1955.0
8 Otterington Gr,283.0,1940.0
34 Bliburg St,181.0,1960.0
12/1051 Pascoe Vale Rd,89.0,1995.0
1/67 Lady Nelson Wy,,
25 Marriot Rd,,
3 Medina Rd,180.0,1979.0
35 Wimmera Cr,,
5 Wimmera Cr,,
18 Grandvalley Dr,62.0,2014.0
8 Turin Pl,,1987.0
17/120 Newman St,120.0,1999.0
10 Rankins Rd,,
3/58 Rankins Rd,,
9/11 Smith St,70.0,2011.0
1/177 Brougham St,,
52 Parkhill Rd,,1909.0
2/8 Pleasant Av,,
2/13 Westbrook St,72.0,1970.0
15 Daylily Dr,,
33 Turramurra Dr,170.0,1970.0
169 Gillespie Rd,,
12 Tanglewood St,112.0,1975.0
11d Ellerslie St,,
48 Coronation St,,
5/35 Kingsville St,,
11 Benaroon Dr,205.0,2008.0
226 Dalton Rd,,
2/70 David St,,
15 Dennis St,,
13 Anthony Cl,,
9 MacLeod Wy,,
2/63 Harborne St,,
14/4 Crefden St,55.0,2009.0
3/10 Greenham St,,
3/83 Mitchell St,153.0,2004.0
2/34 Scovell Cr,,
46 Bowen St,,
69 Brunel St,,
65 Karma Av,,
6 Clyde St,,
302/55 Cumberland Dr,80.0,2011.0
102/58 La Scala Av,,
38 Gretel Gr,200.0,1986.0
21 Sandra St,100.0,1980.0
19 Sutherland Av,,
1 Garden Tce,,
3/35 Bourke St,,
26 Coppice St,221.0,2012.0
8 Medici Pl,256.0,2008.0
6 Renaissance Bvd,,
20 Prime St,178.0,2014.0
2/2 Comeram Ct,88.0,2000.0
18 Henricks Ct,,
29 Fuller St,138.0,1975.0
3/21 McGhee Av,,
2/2 Walter St,146.0,2016.0
21 Barloa Rd,,
11 Inglisby Rd,,
46 Victoria Cr,,
349 Main Rd,128.0,1970.0
207 Rattray Rd,,
10 Ravenswood Ct,118.0,1980.0
6 Addison St,,1894.0
59 Robinson St,,
27 The Strand,,
3 Bruthen St,,
51B Bear St,,
108 Chute St,,
53 Catherine Av,,
9 Griffiths Ct,400.0,1960.0
12 Holskamp St,143.0,1960.0
3 Huxtable St,,
26 Malcolm Ct,,
11 Maureen St,,
2 Merton Cl,167.0,1970.0
23 Monomeith Cr,,
24 Sunnyside Rd,181.0,1965.0
23 Einstein Av,,
29 Bradley Tce,,
29 Hanley St,,1972.0
28 Murdoch Av,,
2A Gordon St,121.0,2011.0
1/508 Melbourne Rd,,
34 Thorpe St,,
3/3 Baldwin Av,,
3 Christine Ct,25.0,1984.0
8/302 Abbotsford St,,
187 Errol St,2.0,
2E Princess St,,
6/8 Tyrone St,,
26 Salisbury Gr,,
14 Wardrop Gr,,
65 Westgarth St,,
4/26 Wilmoth St,,
3/1 Crest Gr,,
31 Olwen St,136.0,1975.0
90 Springvale Rd,,1954.0
13 Kiama St,112.0,2015.0
3/18 Lex Gr,,
1725 Dandenong Rd,,
82 Patrick St,,
6 Cypress Ct,148.0,1990.0
13 Devoy St,100.0,1950.0
1/1250 North Rd,,
2/21 Lillimur Rd,51.0,2010.0
6/32 Walsh St,88.0,1970.0
13B Elm Gr,124.0,1995.0
13 Lawborough Av,,
44 Melrose St,,1997.0
123 Cumberland Rd,,
9 Dorset Rd,,
5 Fleming Gr,263.0,1960.0
3/424 Gaffney St,,
1 Hazel Gr,,
1 Virginia St,128.0,1950.0
97 Alamanda Bvd,544.0,2011.0
23 Bevan Ct,227.6,2011.0
24 Derham Dr,190.36,
14 Glider St,341.0,2012.0
76 Hargrave Av,,
6/156 Bay St,,
67 Ross St,,
107 Stokes St,210.0,2010.0
11/8 Grandview Gr,,
1/648 High St,,
2/1 Ambon St,,
4 Benambra St,,
1/103 Bruce St,,
84 Bowen Cr,,
251 Richardson St,,
111 Boldrewood Pde,120.0,1960.0
57 Crevelli St,,
5/1 Griffiths St,,
7 Inverness St,,
22 Locher Av,,
78 McMahon Rd,,
16 Muriel Ct,,
16 Oconnor St,,
3/76 Southernhay St,104.63,2014.0
13 Francis St,,
120/8 Garfield St,,
7/129 Hoddle St,123.0,1940.0
5 King St,,
54 Laity St,,
202/47 Murphy St,,
2 Sutton Gr,,
1 Waltham Pl,,
36 Kalinda Rd,155.0,2015.0
11 Kenwood Cr,,
2/7 Pearwood St,75.0,1980.0
2/11 Sussex St,,
3/1 Mines Rd,,1985.0
2013 Western Hwy,,
5 Coorie Cr,,
7 Christian Ct,193.0,1995.0
11 Jindalee Cl,217.0,1986.0
19 The Fairway,181.0,1993.0
15 Thompson Cr,,
6/76 Bay Rd,67.0,1970.0
19 Spindrift Wy,,
18 Bainbridge Av,,
25 Duncan Av,,
3/7 East Rd,127.0,2002.0
6a Cambridge St,,
6/24 Noordenne Av,,
2A Austin St,,
57 Charles St,91.0,1910.0
29 Edinburgh Dr,,
51/39 Dorcas St,,2000.0
4 Law St,,
15 Ferncroft Dr,222.0,2009.0
1 Kakadu Vw,,
26 Kinkora Cr,,
7/7 Old Plenty Rd,,
1109/800 Chapel St,,2000.0
304/15 Cromwell Rd,,
51 Moore St,,
1/1 Rockley Rd,47.0,1960.0
23/350 Toorak Rd,120.0,
24 Garnsworthy St,99.0,1950.0
20 Keets Ct,,
4 Ruth Ct,,
12 Altyre Ct,110.0,1975.0
3/14 Disraeli St,,
9 Gray Ct,171.0,1989.0
6/31 Marsden Cr,,
23 Shirley St,,
10 Larool Av,,
14/12 Fitzroy St,41.0,2005.0
6/19 Herbert St,60.0,1970.0
15/2 Redan St,74.0,1920.0
7/27 Robe St,49.0,1993.0
403/64 Wellington St,,
48 Bournian Av,,
2/30 Bulla Rd,,1990.0
16A Lamart St,,
2/1 De Havilland Av,,
11 Bannermann St,221.0,2011.0
38 Felton Av,,
60 Heysen Dr,101.0,1985.0
18 Timins St,,1960.0
2/17 Anderson Rd,,
10 Edna St,,
38 Collenso St,,
112 Broughton Rd,,
1093 Riversdale Rd,124.0,1960.0
35A Russell St,,1993.0
3/42 Albert Rd,,
19 Boberrit Wyn,,
30 Homestead Av,,
3 Rosebud St,,
2 Skylark Ct,146.0,2010.0
3 Highlander Ct,193.0,2002.0
2a Mallacoota Ct,,
16 Shoppers La,,
1578 Burwood Hwy,,
105 Terrys Av,,
7 Watties Rd,,
7 Buller Tce,,
30 John St,353.0,1970.0
65 Government Rd,,
95 Barry Rd,,
3/13 Edna St,,2013.0
2/11 French St,,
8 Glenburn St,127.0,1990.0
17 Larch St,,
329 Gillies St,251.0,2016.0
113 Grange Rd,,
2/7 Cabarita St,,
4/48 Banksia Gr,,
73 Dawson St,102.0,1960.0
3 Henderson Rd,,
2/36 Halls Pde,,2004.0
6 Hempstead Av,,
33 Eamon Dr,,
34 Toumlin Gr,166.0,2001.0
1/9 Willa Av,,
7/3 Ashley St,,
53 Somes St,,
22 Bloom St,308.0,2016.0
13 Davern Ct,182.0,1995.0
22 Kramer St,125.0,1984.0
15 Retreat Pl,,
1 Walwa Pl,,
16 Wattamolla Av,,
656 Oconnors Rd,,
15 Alberta St,109.0,1950.0
24 Hope St,,
23/1 Flagstaff La,223.0,1950.0
26 Coghill St,,
89 Sayers Rd,443.0,
6 Burley St,,
20 Vanin St,167.13,
5 Dakara Ct,110.0,1990.0
11 Hoddle Lk,,
87 Ballard St,,
72 Bishop St,,1990.0
67 Hawkhurst St,115.0,
5/257 Buckley St,80.0,1960.0
65 Clydesdale Rd,,
72 Clydesdale Rd,,
28 Creswell Av,,
8 Kittyhawk St,,
2b Roberts Rd,,
2 Boyd St,,
172 Danks St,,
21 Greig St,148.5,1890.0
48 Kerferd Rd,,
28 Moubray St,,
3 Clairmont St,111.0,1955.0
14 Bennett St,,
5 Ross St,184.0,1930.0
2/18 Hancock St,,1980.0
1/47 Tatman Dr,,
3 Ginifer Av,,
150 Millers Rd,,
4/42 Adelaide St,,
20 Cambridge St,130.0,1910.0
15 Gladstone Av,,
6 Royal Cr,,
27 Hurtle St,218.0,2008.0
93A Ashburn Gr,240.0,2013.0
43 Fakenham Rd,,
65 Fakenham Rd,,
20 Ward St,125.0,1930.0
4 Wilgra Av,,
1/23 Yertchuk Av,,
19 Third Av,,
12 Brentwood Dr,,
13 Wood St,,1950.0
6/18 Orange Gr,,
5 Collins Ct,,
9 Kenilworth St,300.0,2012.0
4/339 Union Rd,,
23 Wills St,,
37 Yerrin St,,
28 Carron St,,
20 Hedderwick St,355.0,
2 Jocelyn Av,,
44 Severn St,,
20 Trentwood Av,,
32 Kumala Rd,198.0,1970.0
17 Orange Gr,140.0,1980.0
12 Pindari Dr,155.0,1970.0
16 Wiltshire Av,,
302 Colchester Rd,132.0,1970.0
71 Oak St,116.0,1960.0
9A Ozone Av,,
33 Reserve Rd,,
1/74 Bendigo Av,,
109 Brewer Rd,127.0,1930.0
56 Brewer Rd,,
39A McArthur St,226.0,2012.0
16A Mortimore St,232.0,
2 Porter Rd,,
25 South Av,,
20 Abbin Av,,
58 Barrani St,,
872 Centre Rd,145.0,
7 Curtin St,,1955.0
17 Dromana Av,,
7 Duckmanton Ct,,
3 Kaniva Ct,,
60A Kennedy St,,2000.0
21 Kurrajong St,122.0,
38 Malane St,255.0,2014.0
23 Manuka St,175.0,1950.0
20 Northam Rd,353.0,
20 Stockdale Av,,
53 Tudor St,,
1/565 Balcombe Rd,,1970.0
9 Munro St,252.0,2000.0
31 Third St,,
48 Elder St,215.0,1950.0
27 Tyrrell Av,,
33 Charlton St,,1950.0
9 Lantana St,,
22 Craig St,,
1/23 Bondi Rd,134.0,1970.0
12 Briar St,180.0,1975.0
27 Helene Ct,153.0,1975.0
15A Owen St,147.0,1980.0
271 Scoresby Rd,,
10 Weyburn Rd,,
5 Bedford St,,
2/21 Lawn Cr,,
1/3 Campbell Rd,104.0,1980.0
2/149 Carpenter St,,
67 Cole St,,
18/4 Dudley St,104.0,
65A Durrant St,120.0,1970.0
1 Edmanson Av,,
13 Hamilton St,128.0,1900.0
1/12 Laburnum St,,
101 Male St,161.0,1940.0
125 Roslyn St,,
3 Vaucluse St,,
65 Well St,,
6/76 Whyte St,,1970.0
15 Wolseley Gr,,
3 Bown Ct,249.0,1990.0
27 Creswick St,,
29 Edro Av,,
9 Hope St,,
23 Northern Av,,
3/18 Cypress Av,,
32 Amelia St,,
15 Ashmore St,,
326 Barkly St,108.0,1890.0
369 Barkly St,106.0,1910.0
7/37 Blyth St,,1970.0
18 Boase St,112.0,2007.0
6/305 Brunswick Rd,,
15 Cooraminta St,,
34A Downs St,109.0,1995.0
8 Jones St,88.0,2007.0
102 Mitchell St,177.0,1900.0
24 Rosser St,,
2 Warne St,,
7/2 Albion St,,1980.0
21 Balmoral Av,,
5 Dianella Wky,,
271 Edward St,79.0,1890.0
408 Moreland Rd,,
1/432 Moreland Rd,131.0,2008.0
5/556 Moreland Rd,37.0,1960.0
9 Pearson St,,
60 Shamrock St,,
41 Lilian St,,
12 Westwood Dr,,
9 Luton Wy,,
44 Milton Pde,,
2 Patricia Av,,
26 Cunningham Ch,,2009.0
2/65 Arthur St,,
40 Gillard St,,
5/19 Hughes St,184.0,
8 Scott Gr,84.0,1950.0
2/107 Station St,,1975.0
18 Hale Ct,120.0,1960.0
2 Woodsdale Ct,270.18,2009.0
1/25 Doonkuna Av,,
4 Fairfield Av,,
64 Glyndon Rd,,1930.0
8/101 Wattle Valley Rd,,
15 Compton St,,
2/42 Faversham Rd,85.0,1960.0
535 Station St,,
135 Leila Rd,180.0,1970.0
1/52 Leila Rd,132.0,1984.0
2/13 Madden Av,,
163 Oakleigh Rd,161.0,1938.0
10 Parton Ct,,
4/25 Shepparson Av,,
301/16 Tranmere Av,,
3/31 Tranmere Av,,
1/91 Truganini Rd,,1970.0
69A Woornack Rd,,2012.0
6 Alma La,196.0,2005.0
18 Church Rd,,
14 Parkside Bvd,84.0,1970.0
5 Rigby St,,
3 Walkers Rd,134.0,1930.0
2/218 Kambrook Rd,99.0,2010.0
5/33 Grange Rd,,
15/400 Dandenong Rd,75.0,2012.0
3/19 Hawthorn Rd,53.3,1960.0
13/8 Hudson St,,
1/41 Narong Rd,93.0,1970.0
45 Ludbrook Av,,
8 Bosco St,,
3/3 Inga Ct,94.0,1980.0
116 Waverley Rd,,
5/11 Bath St,,2011.0
30 Mulkarra Dr,126.0,1975.0
2/52 Thames Prm,,
1/31 Cavanagh St,98.5,1991.0
5 Glenden Rt,,
25 Munro Av,,
19 Shipston Rd,130.0,1960.0
4/59 Wilson St,81.0,1970.0
18 Renver Rd,119.0,1970.0
13 Barringun Cr,,
20 Lanark St,,
10 Kiewa St,,
12 Stan St,,
24 Yambla St,,
40A Gladstone St,,
17 Lobb St,,
105 Moreland Rd,130.0,1930.0
1/185 Moreland Rd,109.0,2011.0
11 Rolls St,,
44 Saunders St,169.0,1930.0
61 Soudan St,,
7 Wellington St,,
4 Blanche Ct,115.0,1980.0
20 Convent Ct,169.0,1980.0
7 Danthonia St,157.9351,
19 Golf Rd,,
226/3 Hoddle St,,2005.0
2/157 Hotham St,,
24 Mater St,162.0,2005.0
2 Benston St,,1950.0
17 Birdswood Cr,,
3 Featherpark Wy,,
19 Fermont Av,,
5 Gippsland Wy,,
76 Huntington Dr,,
195 Newbury Bvd,214.0,2012.0
39 Newlyn Dr,106.0,1994.0
29 Waterford Av,,
32 Allendale Rd,,
4 Forest Ct,255.0,1995.0
153 Maroondah Hwy,,
32A Pascoe Av,,
9 Borola Ct,136.0,1970.0
46 Exeter Rd,,
49 Millewa Cr,,
8 Trende St,150.0,1970.0
7 Fletcher Rd,128.0,1970.0
1/4 Rhoden Ct,73.0,1980.0
227 Stud Rd,100.0,1970.0
18 Bluestone Wk,,
138 Howard Rd,122.0,1980.0
158 Lorimer St,214.0,2015.0
33 Clay Dr,328.0,1960.0
192 George St,,
21 Hampshire Rd,127.0,1965.0
34 Henry St,335.0,1980.0
128 High St,,
3/41 Queens Av,,
7 Daphne St,,
11 Huntingfield Dr,199.0,1980.0
26 Newlands Cr,,
1/60 Worthing Av,,
17 Midland Rd,179.0,2009.0
24 Betula St,113.0,1960.0
2/12 Ashby Gr,93.0,1960.0
101/166 Wellington Pde,73.0,1970.0
16 French Av,,
28 Keith Av,,
2/26 Munro Av,,
5/30 College St,,1970.0
6/26 Parkside St,106.0,1970.0
6 Grove St,,
87 Silver St,,
4 Angela Cl,237.0,1990.0
27A Austin Av,,
4/193 Brighton Rd,65.0,1968.0
6/229 Brighton Rd,83.0,1930.0
108/35 Ormond Rd,45.0,2009.0
4/69 Tennyson St,54.5,1960.0
3/44 Wave St,76.0,1973.0
18 Dryandra Av,,
11 Grimwade Ct,118.0,1988.0
16 Lapis Ch,,
6 Letchworth Pl,120.0,1975.0
5 Miro Pl,213.23,2009.0
124 Northumberland Dr,,
12 Pommel Cr,,
52 Shields St,,2010.0
1/143 Bradshaw St,,
24 Butler St,156.0,2016.0
1 Daisy St,,
48 Fitzgerald Rd,,
21 Lyon St,112.0,1915.0
27 Miller St,149.0,1910.0
29 Nimmo St,,1950.0
1/10 Schofield St,,1982.0
35 Washington St,223.0,1880.0
9 Washington St,,
32a Waverley St,,
13 Darling St,,
108 Argyle St,146.0,1960.0
42 Denys St,94.3,1960.0
16 Lynch Rd,141.0,1960.0
66 Queens Pde,,
32 Elton Rd,,
41 Trafalgar St,,
259 Fitzroy St,129.0,1860.0
43 Gore St,280.0,1854.0
138 Napier St,,2000.0
42 Jamieson St,170.0,2004.0
64 Princes St,111.0,1900.0
23 Waltham St,,
36 Wellington St,,1888.0
10/17 Gordon St,,
1 Swallow La,,
4 Kira Ct,108.0,2008.0
42 Sandon Cct,258.0,
9 Darius Av,,
25 Gretana Cr,,
24 Victoria Pde,102.0,1960.0
1 Monterey Bvd,114.0,1962.0
2 Hazeldine Rd,,
37 Hortense St,200.0,1946.0
9 Summerhill Rd,169.0,1925.0
28 Brentwood Dr,4645.0,
2/70 Leicester Av,,
38 Margate Cr,,
91 Orchard St,161.0,1970.0
1/8 Short St,106.0,1980.0
20 The Rise,194.0,1998.0
6/22 Tulloch Gr,,
92 Glenroy Rd,,
16 Heather Ct,95.0,1955.0
59 Isla Av,,
2/62 Widford St,,
5 Cam St,21.0,1970.0
178 Henry St,,
1 Chester Cl,204.0,1990.0
7 Murray Ct,310.0,1990.0
14 Rudstone Bnd,,
23 Wallace Dr,264.0,2001.0
117 East St,,
20 Lockley St,113.0,1960.0
2/126 Middle St,139.0,2013.0
19 Tassell St,172.0,1950.0
196 Princes Hwy,,1970.0
68/15 Beach Rd,,
33 Grout St,161.0,1940.0
3/150 Barkers Rd,95.88,1965.0
8/9 Coppin Gr,104.0,1930.0
17 Fairview St,300.0,1971.0
49 Grove Rd,276.0,1890.0
9/31 Kinkora Rd,60.0,1966.0
14/36 Lisson Gr,47.0,1970.0
202/7 Riversdale Rd,,
1g Robinson Rd,,
2 Scott St,,1958.0
6/15 Shakespeare Gr,84.0,1965.0
101/729 Burwood Rd,,
22 Caroline St,141.0,1890.0
2 Fairmount Rd,199.0,1980.0
9A Kaikoura Av,,
2/859 Toorak Rd,177.0,2010.0
14/270 Canterbury Rd,140.0,2009.0
7 Christine Ct,,
2 Pett Ct,329.24,1990.0
1 View Ct,321.0,1970.0
79 Bamfield Rd,125.0,1960.0
40 Haig St,,
23A Cloyne St,,
3 The Crescent,,
4 Whitmore Pl,153.0,1997.0
4 Banksia Cr,,
151 Bellbridge Dr,100.0,1980.0
50 Canberra Av,,
23 Cleveland Dr,,
10 Dawe Ct,,
23 Harkaway Av,,
533 Sayers Rd,,
22 Strang St,136.0,1971.0
8 Tallong Ct,,1985.0
11 Wiltonvale Av,,
1/3 Canterbury St,,
1/17 Moorookyle Av,,
2/17 Moorookyle Av,,
8 Kingsley St,,
29 Livingstone St,,
6/40 Magnolia Rd,145.0,2006.0
1/12 Thoresby Gr,128.0,2005.0
6 Oakdene Pl,261.0,1930.0
2/3 Rotherwood Rd,,
58 Tarella Dr,,
610 Fullarton Rd,126.0,1975.0
9/80 Hobsons Rd,,
53 Rankins Rd,105.7,1930.0
5 Annadale St,,
3/234 Cotham Rd,,1960.0
3/26 Edgevale Rd,109.0,1975.0
139 Eglinton St,,
1/321 High St,62.0,1900.0
2 Linnaker Pl,,
3/29 Mary St,,1960.0
26 Valentine Av,,
26 Vaughan Cr,,
11 Arden Ct,192.0,1950.0
1/196 Kilby Rd,185.0,2002.0
7 Riverside Dr,280.0,1937.0
2 Eildon Dr,159.0,1969.0
9 Sandra St,119.0,1975.0
101 The Fairway,120.0,1970.0
69 Chirnside St,,
4 Casey Dr,100.0,1975.0
16 Jacka St,,
1/62 May St,,
15 Melrose Av,,
17 Pavey Ct,,
7 Bosquet St,,
1/16 Finlayson St,,
8 Grace St,187.0,1900.0
14 Irving St,,
6/36 Johnstone St,72.9,1977.0
32A Milton Pde,,
18 Robinson St,,
11/37 Wheatland Rd,45.4,
1B Glenbrook Av,,
10 Nott St,,
7 Nyora St,,
1/2 Oravel Av,,
51 Tooronga Rd,146.0,1930.0
6/59 Tooronga Rd,69.5,1950.0
2/6 Horizon Dr,90.0,2004.0
46 Magazine Wy,,
11 Maireana St,221.3,2007.0
6 Woodruff Av,,
34 Clee St,,
406/422 Collins St,,
56/449 St Kilda Rd,,
95 Barries Rd,121.6,1975.0
1 Irving Rd,30.0,
31 Plover St,,
19 Kingsford Av,,
1 Tamar Dr,147.0,1980.0
2 Fairbank Pl,156.0,1976.0
10 Chicquita Cct,,
2/68 Naples Rd,104.0,1980.0
70 Voltri St,129.0,1980.0
16 Bellini Wy,,
62 Brinkhill Dr,222.0,2013.0
3 Pugh St,,
67 McGregor St,128.0,1890.0
92 Neville St,125.0,1910.0
204 Page St,328.0,1915.0
2 Patterson St,,
6 Brigden Ct,,
4 Carlita Cl,184.0,1980.0
7 Eaglet Ct,158.0,1985.0
2/18 Farnham Cr,,
6 Parklea Ct,113.2,1985.0
117 Roycroft Av,,
52 Stockdale Wy,,
21 Culwell Av,,
47 Quarry Rd,106.0,1950.0
6 Walter St,,
40 Adam Cr,,
2/54 Kelvin Av,,
4/435 Main Rd,,1987.0
36 Aberfeldie St,203.0,1950.0
118 Athol St,,
12/43 Buckley St,,1970.0
506/701 Mt Alexander Rd,,
26 Scotia St,110.0,1980.0
60 Wilson St,219.0,1890.0
2 Matilda Rd,,1955.0
