Bathroom,Bedroom2,Car,CouncilArea,CurrentMonth,CurrentYear,Distance,Landsize,Lattitude,Longtitude,Method,Postcode,Price,Propertycount,Regionname,Rooms,SellerG,Suburb,Type
1.0,3.0,2.0,16,11,2017,5.1,512.0,-37.80696302719972,144.99671101938742,1,3011.0,306000.0,7570.0,7,2,290,138,2
1.0,2.0,3.0,16,11,2017,5.1,231.0,-37.7902,144.8875,1,3011.0,647000.0,7570.0,7,2,290,138,0
1.0,3.0,2.0,16,11,2017,5.1,512.0,-37.7989,144.9063,1,3011.0,935000.0,7570.0,7,3,140,138,0
2.0,4.0,2.0,16,11,2017,5.1,512.0,-37.7909,144.8969,1,3011.0,1560000.0,7570.0,7,4,312,138,0
1.0,3.0,2.0,16,11,2017,5.1,512.0,-37.80696302719972,144.99671101938742,1,3011.0,660000.0,7570.0,7,3,22,138,2
1.0,2.0,2.0,16,11,2017,5.1,191.0,-37.7948,144.884,1,3011.0,1005000.0,7570.0,7,2,140,138,0
2.0,4.0,2.0,29,11,2017,15.4,546.0,-37.8443,145.1737,1,3131.0,1220000.0,4385.0,0,4,255,139,0
1.0,3.0,1.0,29,11,2017,15.4,826.0,-37.8366,145.1603,1,3131.0,1253000.0,4385.0,0,3,99,139,0
3.0,6.0,2.0,29,11,2017,15.4,586.0,-37.8413,145.1795,1,3131.0,1620000.0,4385.0,0,6,255,139,0
1.0,3.0,1.0,29,11,2017,15.4,831.0,-37.8303,145.1714,1,3131.0,1057500.0,4385.0,0,3,186,139,0
2.0,4.0,2.0,7,11,2017,38.0,575.0,-38.1549,145.1636,1,3199.0,636000.0,17055.0,5,4,22,140,0
1.0,3.0,2.0,7,11,2017,38.0,512.0,-37.80696302719972,144.99671101938742,1,3199.0,415000.0,17055.0,5,2,72,140,2
1.0,2.0,1.0,7,11,2017,38.0,512.0,-38.1464,145.1404,1,3199.0,426000.0,17055.0,5,2,72,140,2
1.0,3.0,3.0,7,11,2017,36.9,590.0,-38.1233,145.1434,4,3200.0,485000.0,2500.0,1,3,334,141,0
2.0,3.0,2.0,7,11,2017,38.0,512.0,-38.1629,145.1138,1,3199.0,1000000.0,7566.0,5,3,334,142,0
2.0,4.0,2.0,7,11,2017,38.0,512.0,-38.1717,145.1321,0,3199.0,890000.0,7566.0,5,4,215,142,0
1.0,4.0,2.0,7,11,2017,38.0,512.0,-38.1577,145.1189,1,3199.0,1032000.0,7566.0,5,4,215,142,0
1.0,3.0,2.0,8,11,2017,7.2,512.0,-37.80696302719972,144.99671101938742,1,3185.0,337000.0,534.0,6,1,111,143,2
2.0,4.0,8.0,14,11,2017,45.9,40469.0,-37.543,144.5969,2,3437.0,1350000.0,290.0,4,4,251,145,0
2.0,4.0,4.0,11,11,2017,12.9,618.0,-37.6843,144.8971,0,3043.0,650000.0,3285.0,7,4,41,146,0
1.0,3.0,2.0,8,11,2017,10.1,512.0,-37.80696302719972,144.99671101938742,1,3163.0,390000.0,2403.0,6,2,180,147,2
1.0,3.0,1.0,2,11,2017,7.3,650.0,-37.857,145.0767,1,3146.0,1900000.0,10412.0,6,3,334,148,0
2.0,4.0,2.0,2,11,2017,7.3,512.0,-37.8628,145.0462,1,3146.0,3600000.0,10412.0,6,4,142,148,0
1.0,3.0,2.0,2,11,2017,7.3,512.0,-37.80696302719972,144.99671101938742,3,3146.0,665500.0,10412.0,6,2,305,148,2
1.0,3.0,1.0,2,11,2017,7.3,512.0,-37.8517,145.0556,1,3146.0,1810000.0,10412.0,6,3,217,148,0
1.0,3.0,2.0,2,11,2017,7.3,512.0,-37.80696302719972,144.99671101938742,4,3146.0,1100000.0,10412.0,6,3,297,148,2
2.0,3.0,2.0,2,11,2017,7.3,512.0,-37.8631,145.0702,1,3146.0,1427000.0,10412.0,6,3,142,148,0
2.0,4.0,2.0,21,11,2017,16.7,776.0,-37.8852,145.173,0,3150.0,1760000.0,15321.0,0,4,22,149,0
2.0,5.0,2.0,21,11,2017,16.7,790.0,-37.8842,145.1732,0,3150.0,1863000.0,15321.0,0,5,213,149,0
1.0,3.0,2.0,21,11,2017,16.7,512.0,-37.80696302719972,144.99671101938742,1,3150.0,1002000.0,15321.0,0,2,236,149,2
1.0,3.0,2.0,21,11,2017,16.7,652.0,-37.8639,145.171,3,3150.0,1270100.0,15321.0,0,3,122,149,0
2.0,2.0,1.0,21,11,2017,16.7,691.0,-37.8819,145.1681,1,3150.0,1801001.0,15321.0,0,2,22,149,0
1.0,3.0,2.0,24,11,2017,11.2,512.0,-37.80696302719972,144.99671101938742,3,3046.0,600000.0,8870.0,3,3,41,150,1
1.0,3.0,2.0,24,11,2017,11.2,615.0,-37.7017,144.9282,4,3046.0,750000.0,8870.0,3,3,22,150,0
1.0,3.0,2.0,24,11,2017,11.2,615.0,-37.696999999999996,144.9262,1,3046.0,667000.0,8870.0,3,3,22,150,0
1.0,3.0,3.0,24,11,2017,11.2,380.0,-37.711,144.9075,1,3046.0,720000.0,8870.0,3,3,41,150,0
1.0,3.0,2.0,24,11,2017,11.2,512.0,-37.80696302719972,144.99671101938742,1,3046.0,375000.0,8870.0,3,2,288,150,2
1.0,3.0,2.0,24,11,2017,11.2,590.0,-37.7006,144.9265,1,3046.0,770000.0,8870.0,3,3,22,150,0
1.0,3.0,1.0,24,11,2017,11.2,512.0,-37.7001,144.9182,1,3046.0,556000.0,8870.0,3,3,331,150,0
1.0,3.0,2.0,24,11,2017,11.2,512.0,-37.80696302719972,144.99671101938742,3,3046.0,525000.0,8870.0,3,2,95,150,0
2.0,3.0,2.0,24,11,2017,11.2,781.0,-37.7006,144.9373,3,3046.0,720000.0,8870.0,3,3,288,150,1
2.0,5.0,3.0,24,11,2017,11.2,775.0,-37.6994,144.9428,1,3046.0,939000.0,8870.0,3,5,22,150,0
1.0,3.0,1.0,24,11,2017,11.2,676.0,-37.6998,144.9186,4,3046.0,750000.0,8870.0,3,3,288,150,0
2.0,3.0,4.0,24,11,2017,11.2,664.0,-37.6963,144.9284,4,3046.0,725000.0,8870.0,3,3,288,150,0
1.0,2.0,1.0,24,11,2017,11.2,696.0,-37.7084,144.923,4,3046.0,825000.0,8870.0,3,2,288,150,0
1.0,3.0,1.0,0,11,2017,16.1,298.0,-37.7076,145.0914,3,3088.0,727000.0,8524.0,3,3,99,152,0
2.0,3.0,1.0,0,11,2017,16.1,512.0,-37.7051,145.0906,1,3088.0,860000.0,8524.0,3,3,22,152,0
2.0,3.0,4.0,0,11,2017,16.1,1064.0,-37.705,145.0908,1,3088.0,960000.0,8524.0,3,3,22,152,0
1.0,2.0,2.0,0,11,2017,16.1,512.0,-37.7072,145.0918,1,3088.0,817500.0,8524.0,3,2,251,152,0
1.0,3.0,2.0,0,11,2017,16.1,512.0,-37.80696302719972,144.99671101938742,1,3088.0,665000.0,8524.0,3,3,206,152,2
1.0,3.0,2.0,0,11,2017,16.1,512.0,-37.80696302719972,144.99671101938742,3,3088.0,706000.0,8524.0,3,3,99,152,0
2.0,3.0,1.0,0,11,2017,16.1,512.0,-37.696999999999996,145.1008,1,3088.0,905000.0,8524.0,3,3,202,152,0
1.0,3.0,2.0,11,11,2017,20.4,512.0,-37.80696302719972,144.99671101938742,1,3059.0,472000.0,4864.0,3,3,331,153,2
3.0,5.0,2.0,11,11,2017,20.4,512.0,-37.6115,144.9095,0,3059.0,741000.0,4864.0,3,5,158,153,0
1.0,3.0,2.0,24,11,2017,11.2,641.0,-37.7055,144.9497,1,3046.0,840000.0,2606.0,3,3,206,154,0
1.0,3.0,2.0,1,11,2017,13.8,512.0,-37.80696302719972,144.99671101938742,3,3188.0,855500.0,5454.0,6,3,48,156,1
1.0,3.0,2.0,1,11,2017,13.8,632.0,-37.9358,145.0103,1,3188.0,2000000.0,5454.0,6,3,48,156,0
1.0,3.0,2.0,1,11,2017,13.8,512.0,-37.80696302719972,144.99671101938742,1,3188.0,540000.0,2356.0,6,2,48,157,2
1.0,3.0,2.0,1,11,2017,13.8,573.0,-37.937,145.0247,4,3188.0,1050000.0,2356.0,6,3,48,157,0
1.0,3.0,2.0,2,11,2017,5.3,512.0,-37.80696302719972,144.99671101938742,1,3122.0,683000.0,11308.0,6,2,142,159,2
2.0,4.0,2.0,2,11,2017,5.3,512.0,-37.8366,145.0365,4,3122.0,3200000.0,11308.0,6,4,180,159,0
1.0,3.0,2.0,2,11,2017,5.3,512.0,-37.80696302719972,144.99671101938742,4,3122.0,380000.0,11308.0,6,1,142,159,2
1.0,3.0,2.0,2,11,2017,5.3,512.0,-37.80696302719972,144.99671101938742,1,3122.0,630000.0,11308.0,6,2,180,159,2
1.0,3.0,2.0,2,11,2017,6.2,512.0,-37.80696302719972,144.99671101938742,1,3123.0,595000.0,6482.0,6,2,213,160,2
1.0,3.0,2.0,2,11,2017,6.2,512.0,-37.80696302719972,144.99671101938742,1,3123.0,633000.0,6482.0,6,2,180,160,2
1.0,3.0,2.0,2,11,2017,6.2,512.0,-37.80696302719972,144.99671101938742,3,3123.0,642100.0,6482.0,6,2,99,160,2
2.0,3.0,2.0,2,11,2017,6.2,407.0,-37.8438,145.0517,4,3123.0,1600000.0,6482.0,6,3,142,160,2
2.0,4.0,3.0,2,11,2017,6.2,512.0,-37.8201,145.0578,4,3123.0,3250000.0,6482.0,6,4,142,160,0
1.0,3.0,3.0,2,11,2017,6.2,445.0,-37.8308,145.0478,4,3123.0,1450000.0,6482.0,6,3,180,160,0
2.0,3.0,2.0,17,11,2017,21.3,512.0,-37.8326,145.2398,3,3135.0,774000.0,3794.0,0,3,99,163,0
2.0,4.0,3.0,17,11,2017,21.3,512.0,-37.8338,145.2468,3,3135.0,1290000.0,3794.0,0,4,22,163,0
2.0,4.0,2.0,17,11,2017,21.3,725.0,-37.8282,145.233,1,3135.0,971000.0,3794.0,0,4,99,163,0
2.0,4.0,2.0,0,11,2017,8.9,512.0,-37.7481,145.0822,4,3084.0,1470000.0,2890.0,0,4,196,164,0
1.0,3.0,2.0,0,11,2017,8.9,512.0,-37.80696302719972,144.99671101938742,1,3084.0,648500.0,2890.0,0,2,196,164,2
1.0,3.0,1.0,0,11,2017,8.9,512.0,-37.7476,145.0606,4,3084.0,1395000.0,2890.0,0,3,196,164,0
1.0,3.0,1.0,0,11,2017,8.9,512.0,-37.7526,145.0599,1,3084.0,1010000.0,2890.0,0,3,213,164,0
1.0,4.0,2.0,0,11,2017,8.8,797.0,-37.7464,145.0539,3,3081.0,1032000.0,2947.0,0,4,196,165,0
1.0,2.0,2.0,0,11,2017,8.8,512.0,-37.7447,145.0535,4,3081.0,780000.0,2947.0,0,2,206,165,0
2.0,4.0,1.0,0,11,2017,8.8,585.0,-37.7397,145.0546,1,3081.0,1190000.0,2947.0,0,4,196,165,0
1.0,3.0,2.0,0,11,2017,8.8,512.0,-37.80696302719972,144.99671101938742,1,3081.0,568000.0,2947.0,0,2,196,165,2
1.0,3.0,2.0,0,11,2017,8.8,512.0,-37.80696302719972,144.99671101938742,4,3081.0,700000.0,2947.0,0,3,99,165,0
1.0,3.0,0.0,0,11,2017,8.8,512.0,-37.7419,145.0365,1,3081.0,752000.0,2674.0,0,3,196,166,0
1.0,3.0,3.0,0,11,2017,8.8,512.0,-37.746,145.0383,4,3081.0,800000.0,2674.0,0,3,99,166,0
2.0,4.0,2.0,1,11,2017,16.0,512.0,-37.9478,145.0234,0,3190.0,1570000.0,4794.0,6,4,48,167,0
1.0,3.0,2.0,1,11,2017,16.0,608.0,-37.9483,145.0267,1,3190.0,1268000.0,4794.0,6,3,64,167,0
2.0,4.0,2.0,3,11,2017,18.0,760.0,-37.6903,144.7365,3,3037.0,685000.0,5556.0,7,4,22,168,0
2.0,4.0,2.0,3,11,2017,18.0,3806.0,-37.6907,144.7531,3,3037.0,630000.0,5556.0,7,4,290,168,0
1.0,3.0,2.0,3,11,2017,18.0,512.0,-37.80696302719972,144.99671101938742,1,3037.0,767000.0,5556.0,7,4,22,168,0
2.0,4.0,2.0,31,11,2017,18.4,512.0,-37.8681,144.6743,1,3029.0,752000.0,13830.0,7,4,334,169,0
2.0,3.0,2.0,31,11,2017,18.4,670.0,-37.8587,144.7132,1,3029.0,542500.0,13830.0,7,3,255,169,0
1.0,3.0,1.0,31,11,2017,18.4,294.0,-37.8666,144.6904,1,3029.0,441000.0,13830.0,7,3,334,169,2
1.0,3.0,2.0,21,11,2017,12.3,512.0,-37.80696302719972,144.99671101938742,1,3166.0,750000.0,3145.0,6,2,328,170,0
1.0,3.0,2.0,0,11,2017,7.8,512.0,-37.80696302719972,144.99671101938742,1,3079.0,880000.0,5549.0,0,3,196,173,1
2.0,3.0,2.0,0,11,2017,7.8,562.0,-37.7615,145.0475,1,3079.0,2320000.0,5549.0,0,3,196,173,0
1.0,3.0,2.0,3,11,2017,14.0,533.0,-37.7305,144.82399999999998,1,3021.0,632500.0,1202.0,7,3,41,177,0
2.0,3.0,1.0,3,11,2017,15.5,652.0,-37.7191,144.8082,1,3038.0,731000.0,3656.0,7,3,22,179,0
2.0,3.0,2.0,3,11,2017,15.5,512.0,-37.7141,144.7875,1,3038.0,671000.0,3656.0,7,3,206,179,0
1.0,3.0,1.0,3,11,2017,11.7,130.0,-37.7344,144.8598,3,3033.0,850000.0,5629.0,7,3,206,180,0
1.0,3.0,2.0,3,11,2017,11.7,512.0,-37.80696302719972,144.99671101938742,4,3033.0,650000.0,5629.0,7,3,206,180,0
1.0,3.0,2.0,18,11,2017,3.4,512.0,-37.80696302719972,144.99671101938742,1,3031.0,450000.0,5263.0,3,2,142,183,2
1.0,2.0,2.0,18,11,2017,3.4,170.0,-37.789,144.9331,1,3031.0,915000.0,5263.0,3,2,206,183,0
2.0,3.0,2.0,18,11,2017,3.4,512.0,-37.7906,144.9318,1,3031.0,1550000.0,5263.0,3,3,206,183,0
2.0,5.0,2.0,2,11,2017,5.4,920.0,-37.8017,145.0419,4,3101.0,2900000.0,10331.0,6,5,142,184,0
1.0,3.0,2.0,2,11,2017,5.4,512.0,-37.8115,145.0265,1,3101.0,1290000.0,10331.0,6,3,246,184,1
1.0,4.0,2.0,2,11,2017,5.4,566.0,-37.8008,145.0353,1,3101.0,2015000.0,10331.0,6,4,206,184,0
2.0,3.0,1.0,2,11,2017,5.4,491.0,-37.8092,145.0302,4,3101.0,1900000.0,10331.0,6,3,180,184,0
2.0,3.0,6.0,17,11,2017,26.0,512.0,-37.7973,145.3202,0,3137.0,680000.0,4654.0,0,3,277,187,0
1.0,3.0,1.0,3,11,2017,14.0,229.0,-37.7361,144.7701,3,3021.0,450000.0,2878.0,7,3,22,188,0
1.0,3.0,1.0,3,11,2017,14.0,512.0,-37.7289,144.7656,0,3021.0,480000.0,2878.0,7,3,331,188,0
1.0,3.0,2.0,6,11,2017,12.1,512.0,-37.80696302719972,144.99671101938742,1,3083.0,675000.0,1414.0,3,3,22,189,2
1.0,3.0,4.0,19,11,2017,31.7,650.0,-37.6666,144.5974,3,3337.0,355000.0,3553.0,4,3,94,193,0
2.0,4.0,2.0,30,11,2017,16.3,616.0,-37.6703,145.0,1,3075.0,710000.0,8279.0,3,4,118,194,0
1.0,3.0,2.0,30,11,2017,16.3,512.0,-37.80696302719972,144.99671101938742,1,3075.0,666000.0,8279.0,3,3,169,194,1
1.0,3.0,2.0,0,11,2017,12.7,512.0,-37.80696302719972,144.99671101938742,1,3085.0,1341000.0,4168.0,3,3,83,201,0
1.0,3.0,2.0,0,11,2017,12.7,512.0,-37.80696302719972,144.99671101938742,1,3085.0,695000.0,4168.0,3,3,22,201,0
1.0,4.0,4.0,16,11,2017,6.4,776.0,-37.7889,144.8642,1,3012.0,1111000.0,3873.0,7,4,140,202,0
1.0,3.0,2.0,16,11,2017,6.4,512.0,-37.80696302719972,144.99671101938742,0,3012.0,630000.0,3873.0,7,2,45,202,1
1.0,3.0,2.0,16,11,2017,6.4,512.0,-37.80696302719972,144.99671101938742,1,3012.0,708000.0,3873.0,7,4,32,202,2
1.0,3.0,2.0,16,11,2017,6.4,512.0,-37.80696302719972,144.99671101938742,1,3012.0,421500.0,3873.0,7,2,32,202,2
1.0,3.0,2.0,16,11,2017,6.4,512.0,-37.7896,144.8827,4,3012.0,950000.0,3873.0,7,3,208,202,0
2.0,4.0,2.0,28,11,2017,5.9,682.0,-37.8707,145.0357,1,3144.0,2610000.0,4675.0,6,4,142,203,0
1.0,3.0,2.0,28,11,2017,5.9,512.0,-37.80696302719972,144.99671101938742,1,3144.0,2790000.0,4675.0,6,3,180,203,0
1.0,3.0,2.0,28,11,2017,8.4,512.0,-37.80696302719972,144.99671101938742,0,3145.0,1400000.0,8801.0,6,4,22,204,2
3.0,5.0,3.0,28,11,2017,8.4,512.0,-37.8682,145.0586,4,3145.0,4500000.0,8801.0,6,5,180,204,0
2.0,4.0,3.0,28,11,2017,8.4,836.0,-37.8732,145.0496,0,3145.0,3350000.0,8801.0,6,4,142,204,0
1.0,3.0,2.0,28,11,2017,8.4,512.0,-37.8808,145.0759,1,3145.0,1667000.0,8801.0,6,3,180,204,0
2.0,4.0,2.0,28,11,2017,8.4,512.0,-37.8757,145.0569,4,3145.0,2400000.0,8801.0,6,4,142,204,0
1.0,3.0,2.0,28,11,2017,8.4,512.0,-37.80696302719972,144.99671101938742,0,3145.0,1400000.0,8801.0,6,3,142,204,1
1.0,3.0,2.0,28,11,2017,8.4,512.0,-37.8641,145.0433,1,3145.0,2765000.0,8801.0,6,3,251,204,2
2.0,3.0,2.0,16,11,2017,4.3,512.0,-37.7718,144.8802,1,3032.0,585000.0,4918.0,7,3,246,205,1
2.0,3.0,2.0,16,11,2017,4.3,252.0,-37.7733,144.8795,1,3032.0,845000.0,4918.0,7,3,206,205,0
1.0,2.0,1.0,16,11,2017,4.3,512.0,-37.7731,144.8935,1,3032.0,495000.0,4918.0,7,2,206,205,1
1.0,3.0,0.0,16,11,2017,4.3,512.0,-37.7816,144.8866,0,3032.0,1165000.0,4918.0,7,3,107,205,0
1.0,3.0,2.0,16,11,2017,4.3,512.0,-37.80696302719972,144.99671101938742,1,3032.0,400000.0,4918.0,7,2,328,205,2
1.0,3.0,0.0,11,11,2017,17.4,682.0,-37.661,144.9229,1,3048.0,545000.0,4704.0,3,3,331,207,0
1.0,3.0,2.0,18,11,2017,0.0,512.0,-37.80696302719972,144.99671101938742,1,3000.0,575000.0,17496.0,3,1,328,208,2
1.0,3.0,2.0,18,11,2017,0.0,512.0,-37.80696302719972,144.99671101938742,1,3000.0,1180000.0,17496.0,3,2,126,208,2
1.0,3.0,2.0,18,11,2017,0.0,512.0,-37.80696302719972,144.99671101938742,0,3000.0,910000.0,17496.0,3,3,32,208,2
1.0,3.0,2.0,18,11,2017,0.0,512.0,-37.80696302719972,144.99671101938742,1,3000.0,1660000.0,17496.0,3,3,180,208,2
1.0,3.0,2.0,18,11,2017,0.0,512.0,-37.80696302719972,144.99671101938742,4,3000.0,480000.0,17496.0,3,1,158,208,2
1.0,3.0,1.0,19,11,2017,31.7,580.0,-37.6762,144.5767,3,3337.0,385000.0,3600.0,8,3,227,209,0
2.0,4.0,2.0,19,11,2017,29.8,790.0,-37.7081,144.5628,1,3338.0,451000.0,4718.0,8,4,118,210,0
1.0,2.0,2.0,19,11,2017,29.8,512.0,-37.7087,144.5728,1,3338.0,386000.0,4718.0,8,2,262,210,0
1.0,3.0,4.0,19,11,2017,29.8,805.0,-37.6979,144.5769,1,3338.0,425000.0,4718.0,8,3,334,210,0
1.0,3.0,2.0,19,11,2017,29.8,647.0,-37.7017,144.5702,1,3338.0,476000.0,4718.0,8,3,334,210,0
2.0,3.0,2.0,19,11,2017,29.8,512.0,-37.6958,144.5773,1,3338.0,370000.0,4718.0,8,3,253,210,0
2.0,4.0,2.0,19,11,2017,31.7,800.0,-37.6843,144.5439,1,3337.0,484000.0,6065.0,4,4,227,211,0
2.0,3.0,2.0,19,11,2017,31.7,722.0,-37.6784,144.5543,1,3337.0,413000.0,6065.0,4,3,255,211,0
1.0,3.0,2.0,12,11,2017,20.0,512.0,-37.80696302719972,144.99671101938742,0,3194.0,600000.0,6162.0,5,2,215,212,2
2.0,4.0,2.0,12,11,2017,20.0,700.0,-37.9803,145.0804,0,3194.0,1125000.0,6162.0,5,4,219,212,0
2.0,2.0,2.0,12,11,2017,20.0,390.0,-37.9797,145.0751,1,3194.0,780000.0,6162.0,5,2,334,212,0
1.0,3.0,2.0,30,11,2017,25.9,512.0,-37.80696302719972,144.99671101938742,1,3754.0,605000.0,5812.0,3,3,197,213,0
2.0,4.0,3.0,30,11,2017,25.9,491.0,-37.6094,145.0989,1,3754.0,705000.0,5812.0,3,4,118,213,0
2.0,4.0,2.0,30,11,2017,25.9,512.0,-37.6132,145.0903,1,3754.0,555000.0,5812.0,3,4,118,213,0
2.0,4.0,2.0,30,11,2017,17.9,576.0,-37.6682,145.0515,0,3082.0,640000.0,10529.0,3,4,295,216,0
1.0,3.0,2.0,30,11,2017,17.9,375.0,-37.6734,145.0695,1,3082.0,665000.0,10529.0,3,3,118,216,0
2.0,3.0,3.0,30,11,2017,17.9,689.0,-37.6654,145.0568,1,3082.0,660000.0,10529.0,3,3,22,216,0
2.0,4.0,2.0,30,11,2017,17.9,608.0,-37.6697,145.0587,1,3082.0,675000.0,10529.0,3,4,255,216,0
2.0,4.0,2.0,30,11,2017,17.9,512.0,-37.6619,145.0681,1,3082.0,800000.0,10529.0,3,4,255,216,0
2.0,3.0,2.0,30,11,2017,17.9,512.0,-37.6618,145.0804,1,3082.0,800000.0,10529.0,3,3,255,216,0
1.0,3.0,1.0,29,11,2017,17.2,667.0,-37.8155,145.1882,1,3132.0,1070000.0,6871.0,0,3,334,217,0
1.0,3.0,2.0,29,11,2017,17.2,512.0,-37.80696302719972,144.99671101938742,1,3132.0,862000.0,6871.0,0,3,186,217,2
1.0,3.0,1.0,29,11,2017,17.2,582.0,-37.8258,145.1905,1,3132.0,985000.0,6871.0,0,3,142,217,0
1.0,3.0,2.0,29,11,2017,17.2,535.0,-37.8109,145.1888,1,3132.0,1050000.0,6871.0,0,3,186,217,0
1.0,3.0,2.0,2,11,2017,10.2,512.0,-37.80696302719972,144.99671101938742,1,3127.0,1050000.0,2079.0,0,2,206,219,2
1.0,3.0,2.0,2,11,2017,10.2,1316.0,-37.8119,145.1093,0,3127.0,3680000.0,2079.0,0,3,180,219,0
1.0,3.0,2.0,0,11,2017,16.2,512.0,-37.80696302719972,144.99671101938742,3,3094.0,691000.0,3891.0,0,3,246,220,1
1.0,4.0,2.0,22,11,2017,6.2,457.0,-37.7683,144.9328,1,3039.0,1310000.0,6232.0,7,4,206,222,0
1.0,3.0,1.0,22,11,2017,6.2,512.0,-37.7677,144.9268,0,3039.0,902000.0,6232.0,7,3,206,222,0
1.0,3.0,1.0,22,11,2017,6.2,521.0,-37.768,144.9185,1,3039.0,1610000.0,6232.0,7,3,41,222,0
1.0,3.0,2.0,22,11,2017,6.2,512.0,-37.7707,144.9152,1,3039.0,1353000.0,6232.0,7,3,253,222,0
1.0,2.0,2.0,22,11,2017,6.2,241.0,-37.7635,144.9184,1,3039.0,1150000.0,6232.0,7,2,206,222,0
2.0,4.0,2.0,22,11,2017,6.2,480.0,-37.769,144.9314,1,3039.0,1780000.0,6232.0,7,4,142,222,0
2.0,3.0,3.0,12,11,2017,14.3,512.0,-37.943000000000005,145.0457,1,3189.0,1410000.0,2555.0,6,3,142,223,0
2.0,3.0,2.0,33,11,2017,26.5,512.0,-37.7846,145.3205,1,3138.0,735000.0,8280.0,1,3,186,224,1
3.0,4.0,2.0,33,11,2017,26.5,512.0,-37.7624,145.3172,1,3138.0,915000.0,8280.0,1,4,99,224,0
2.0,5.0,2.0,33,11,2017,26.5,866.0,-37.7674,145.3148,1,3138.0,740000.0,8280.0,1,5,99,224,0
1.0,3.0,2.0,12,11,2017,21.5,512.0,-38.0054,145.0891,1,3195.0,1480000.0,3650.0,5,3,48,225,0
1.0,3.0,2.0,12,11,2017,21.5,512.0,-38.0008,145.0936,1,3195.0,1120000.0,3650.0,5,3,48,225,0
1.0,3.0,2.0,12,11,2017,21.5,618.0,-37.9868,145.0959,1,3195.0,801000.0,3650.0,5,3,334,225,0
1.0,3.0,1.0,21,11,2017,14.2,737.0,-37.8758,145.1315,1,3149.0,1400000.0,13366.0,0,3,22,227,0
1.0,3.0,2.0,21,11,2017,14.2,512.0,-37.80696302719972,144.99671101938742,0,3149.0,610000.0,13366.0,0,3,288,227,2
1.0,3.0,2.0,21,11,2017,14.2,512.0,-37.80696302719972,144.99671101938742,1,3149.0,1115000.0,13366.0,0,3,255,227,1
2.0,4.0,2.0,21,11,2017,14.2,800.0,-37.8882,145.1146,1,3149.0,980000.0,13366.0,0,4,22,227,0
1.0,4.0,1.0,21,11,2017,18.8,512.0,-37.9296,145.1618,1,3170.0,960000.0,7113.0,5,4,326,228,0
2.0,4.0,2.0,21,11,2017,18.8,512.0,-37.9237,145.1918,1,3170.0,978000.0,7113.0,5,4,163,228,0
2.0,3.0,2.0,21,11,2017,18.8,737.0,-37.9288,145.1681,1,3170.0,960000.0,7113.0,5,3,326,228,0
1.0,3.0,2.0,21,11,2017,18.8,738.0,-37.9289,145.1701,1,3170.0,925000.0,7113.0,5,3,22,228,0
1.0,3.0,2.0,8,11,2017,10.1,512.0,-37.80696302719972,144.99671101938742,1,3163.0,330000.0,4442.0,6,1,328,229,2
2.0,4.0,2.0,8,11,2017,10.1,512.0,-37.9053,145.0712,1,3163.0,1425000.0,4442.0,6,4,48,229,0
1.0,3.0,1.0,10,11,2017,6.2,341.0,-37.8441,144.8743,0,3015.0,900000.0,5498.0,7,3,324,232,0
1.0,3.0,2.0,10,11,2017,6.2,512.0,-37.80696302719972,144.99671101938742,3,3015.0,485000.0,5498.0,7,2,312,232,2
2.0,3.0,2.0,22,11,2017,10.4,254.0,-37.7386,144.8878,1,3042.0,970000.0,2291.0,7,3,22,233,1
1.0,3.0,2.0,22,11,2017,10.4,512.0,-37.80696302719972,144.99671101938742,4,3042.0,600000.0,2291.0,7,2,206,233,2
1.0,3.0,2.0,22,11,2017,10.4,512.0,-37.80696302719972,144.99671101938742,4,3042.0,365000.0,2291.0,7,2,41,233,2
1.0,3.0,2.0,9,11,2017,22.7,512.0,-37.80696302719972,144.99671101938742,3,3174.0,571000.0,11806.0,5,3,53,234,2
1.0,3.0,2.0,9,11,2017,22.7,512.0,-37.80696302719972,144.99671101938742,1,3174.0,489000.0,11806.0,5,2,53,234,2
1.0,3.0,1.0,9,11,2017,22.7,535.0,-37.9804,145.18,1,3174.0,630000.0,11806.0,5,3,347,234,0
1.0,3.0,2.0,18,11,2017,1.8,512.0,-37.80696302719972,144.99671101938742,1,3051.0,330000.0,6821.0,3,1,7,235,2
1.0,3.0,2.0,18,11,2017,1.8,512.0,-37.80696302719972,144.99671101938742,0,3051.0,687000.0,6821.0,3,2,7,235,2
1.0,2.0,1.0,18,11,2017,1.8,512.0,-37.7968,144.9473,1,3051.0,1405000.0,6821.0,3,2,206,235,0
1.0,3.0,2.0,6,11,2017,5.3,512.0,-37.7722,145.0125,1,3070.0,1290000.0,11364.0,3,3,142,237,0
2.0,3.0,1.0,6,11,2017,5.3,308.0,-37.7763,145.0033,4,3070.0,1500000.0,11364.0,3,3,206,237,0
1.0,2.0,2.0,6,11,2017,5.3,461.0,-37.7773,145.003,1,3070.0,1701000.0,11364.0,3,2,142,237,0
1.0,2.0,1.0,6,11,2017,5.3,205.0,-37.7758,144.9922,1,3070.0,1225000.0,11364.0,3,2,206,237,0
1.0,3.0,2.0,6,11,2017,5.3,512.0,-37.80696302719972,144.99671101938742,1,3070.0,410000.0,11364.0,3,1,122,237,2
2.0,3.0,2.0,6,11,2017,5.3,512.0,-37.7678,145.013,1,3070.0,1410000.0,11364.0,3,3,124,237,0
